text	text_1	label
what is the interest rate i am receiving from the start of the year	What's the interest rate I received at the beginning of the year	interest_rate
start a timer for me	Start the timer for me	timer
might i be able to apply for a new credit card	Can I apply for a new credit card	new_card
what interest rate will i get from city national	How much interest can I get from the National City bank	interest_rate
what exactly is the status of my application for the credit card	How do I apply for a credit card	application_status
do they take reservations at olive garden	Do they make a reservation at the olive garden	accept_reservations
could you skip to the next song on this playlist, please	Would you please jump to the next song on the list	next_song
what does it say on the clock	What is written on the clock	time
how do i change the speed of your voice	How can I change your speaking speed	change_speed
make me a reservation for 5 people at village tavern for the calloways	Book me a Calloway for five at the country pub	restaurant_reservation
if i bought new tires on may 27th, should i still need new ones	If I buy a new tire on May 27, do I need a new one	tire_change
i would like to look up my credit score please	I'd like to check my credit score	credit_score
can we stop my bank account	Can we stop my bank account	freeze_account
can you tell me how much gas is in my tank	Can you tell me how much gas there is in the tank	gas
when do you think i should replace my tires because i replaced them on 12/21/17	When do you think I should change the tire, because I changed it on December 21, 2017	tire_change
i can't be loud and need you to speak more quietly	I can't be too loud. I need you to be quiet	whisper_mode
can you add remember to register for the race on my calendar for the 15th of march	Can you remember to register the match on March 15th in my calendar	calendar_update
i need a w2 form, how do i get one	I need a W2 form. How can I get it	w2
oven should be set to 350 now	The oven should now be set to 350	smart_home
in bst timezone, what time is it	What time is it in British summer time	time
what is the day off request status if you would tell me	If you can tell me the situation of asking for leave	pto_request_status
when will my visa next expire	When does my visa expire	expiration_date
thanks for helping me	Thank you for helping me	thank_you
not so loud	Don't be so loud	change_volume
please help me figure out how to set up a meeting	Please help me find out how to arrange the meeting	schedule_meeting
i think my account is block but i am not sure why	I think my account is frozen, but I don't know why	account_blocked
what is the status for what i requested for my vacation	What is my vacation requirement	pto_request_status
plase hold my account for now	Please take my account for the time being	freeze_account
are my tires aired properly	Is my tire well ventilated	tire_pressure
please send a text message to natalie for me	Please text Natalie for me	text
what is the square root of 10294	What is the square root of 10294	calculator
could you please mail me some checkbooks	Can you send me some checkbooks	order_checks
i need my money to be moved	I need to move the money	transfer
recipe for beef stroganoff	Stroganov beef recipe	recipe
please find the benefits provided by my insurance	Please check my insurance	insurance
tell me where to get myy w-2 form	Tell me where I can get my W-2 form	w2
what's my take home from work	What do I get when I come home from work	income
i'm cooking an egg, timer for 3 mins	I'm cooking an egg. I'm counting three minutes	timer
that seems true	It seems to be true	yes
why can't i get into my account	Why can't I access my account	account_blocked
find me a place to stay in jacksonville near the stadium from january 1st through 3rd	Find me a place to live near the Jacksonville stadium from January 1 to 3	book_hotel
hey, i need to make a reservation for three at umi, six pm on february 30th	Hey, I'd like to reserve a room for three at UMI at 6 p.m. on February 30	restaurant_reservation
do you think being alive has any meaning	Do you think there's any point in living	meaning_of_life
when was the car in the shop	When is that car in the store	last_maintenance
good day	Good day	greeting
can you recommend for me when to next get my oil changed	Can you recommend the time for the next oil change	oil_change_when
who do i contact to order more checks for my td bank account	Who should I contact to order more checks for my TD Bank account	order_checks
i am going to need help paying my rent bill	I need help paying the rent	pay_bill
about how long should you cook a 10 pound turkey	How long does a 10 pound turkey take to cook	cook_time
is it possible for you to let me know what health plan i'm on	Can you tell me my health plan	insurance
whoa whoa please slow down	Whoa, whoa, slow down, please	change_speed
can you ping priest chris with a text and send the following confession	Can you text father Chris and send out the following confession	text
report that i split my card	Report that I divided the cards	damaged_card
the bank needs to know that i am traveling soon	The bank needs to know that I'm going to travel soon	travel_notification
can i still make changes to my order, or has it already been shipped	Can I also change my order, or has it been delivered	order_status
are there any ubers available for two people i need it to go to the stadium on grand	Is there a Uber for two? I need it to go to grand stadium	uber
how many liters are in 1 gallon	How many liters are there in a gallon	measurement_conversion
can people safely travel to cambodia	Can people go to Cambodia safely	travel_alert
play the next song on this list	Play the next song in this list	next_song
how much is my income tax	How much is my income tax	taxes
do you know when you were born	Do you know when you were born	how_old_are_you
on my chase bank account what is the interest rate	What's the interest rate of my chase bank account	interest_rate
i need to apply for a visa card	I need to apply for a visa card	new_card
what is the total amount that i owe to sony and verizon	How much do I owe Sony and Verizon	bill_balance
what's the expected calories in a cream filled cookie	What are the expected calories of a cream biscuit	calories
i need to know the amounts due for my utilities and cable bills	I need to know the amount of water, electricity and telegraph charges payable	bill_balance
where am i on gps	Where is my GPS	current_location
is mr joes pizza available for a seating	Is Mr. Joe's Pizza free	how_busy
i need you to get me a rental car in nashville	I want you to help me rent a car in Nashville	car_rental
i'd like to you order everything that's on my shopping list	I want you to order everything on my shopping list	order
how much does it seem my state taxes will be	How much is my state tax	taxes
book a flight from jacksonville, fl to atlanta, ga on 14 february 2019 and returning on 1 march 2019	Book a flight from Jacksonville, Florida to Atlanta, Georgia on February 14, 2019 and return on March 1, 2019	book_flight
next song	Next song	next_song
what kinds of oil can i use in my car, and how to i change the oil	What kind of oil can I use in my car and how can I change it	oil_change_how
have i gone over my entertainment budget	Have I exceeded my entertainment budget	spending_history
yes	yes	yes
i'd like you to use the whisper voice	I want you to speak in a low voice	whisper_mode
how long can you go between oil changes	How long is the oil change interval	oil_change_when
i was at walmart when my card was declined i was only trying to buy some candy	When I was at Wal Mart, my credit card was rejected. I just wanted to buy some candy	card_declined
please make a phone call to christopher	Please call Christopher	make_call
what is 10000 divided by 20	What is 10000 divided by 20	calculator
can i ask you about anything	Can I ask you something	what_can_i_ask_you
what do i have on my need to do list	What do I need to do?	todo_list
what's the amount of calories in a cheesy omelette	How many calories is a cheese omelet	calories
how do i locate the due date for my bug bill	How do I determine the due date of my bug bill	bill_due
when should i replace my tires next, if i replaced them on january 15, 2018	If I change the tire on January 15, 2018, when should I change the tire next time	tire_change
will you create a timer for me	Can you make me a timer	timer
ai throw the dice on the table	I throw the dice on the table	roll_dice
can you find me a recipe for ribs	Can you find me a recipe for ribs	recipe
would you tell me what kind of pets you have	Can you tell me what kind of pet you have	do_you_have_pets
i have credit card points, how do i redeem them	I have credit card points. How can I change them	redeem_rewards
a meeting needs to be schedule and i need to know how	The meeting needs to be arranged. I need to know how to arrange it	schedule_meeting
what is the time in the usa	What time is it in America	time
want 5 minute timer	Would you like a five minute timer	timer
"""the song that goes, """"starships were meant to fly"""", play it"""	"""That song goes like this,"" ""starship is destined to fly,"" ""play it"""	play_music
what's the name of the song that we are listening to	What's the name of the song we're listening to	what_song
how's the traffic this morning	How was the traffic this morning	traffic
submit payment to duke energy for my electric bill	Pay my electricity bill to Duke energy	pay_bill
what are the nutrition facts for apple sauce	What are the nutrients of applesauce	nutrition_info
i wanna know how to jump start my car	I want to know how to start my car	jump_start
which pets do you own now	What pets do you have now	do_you_have_pets
when do my tires need to be changed again	When do I need to change my tires again	tire_change
would you say it again please	Could you say that again, please	repeat
what's the interest rate on my savings account	What's the interest rate of my savings account	interest_rate
hello how's it going	Hello, how are you	greeting
how about a reminder	How about a reminder	reminder_update
what time is it over in pacific time	What time does Pacific time end	time
please stop the current process	Please stop the current process	cancel
i need for you to get bananas added to my shopping list; i'm out	I need you to add bananas to my shopping list; I'm out	shopping_list_update
can you remind me what i put on my shopping list	Can you remind me what's on the shopping list	shopping_list
what's my income from work	How much do I earn from my job	income
i want to use spanish with you	I want to speak Spanish with you	change_language
what are fun facts about lighthouses	What are the interesting facts about lighthouses	fun_fact
i don't know where my luggage is	I don't know where my luggage is	lost_luggage
i need to transfer from one account to my second one	I need to transfer from one account to my second	transfer
take soda from my shopping list, and while you're at it add tea	Take soda from my shopping list and drink with tea	shopping_list_update
what is the city mpg on this car	What are the city miles of this car	mpg
i need to know what i have spent on food recently	I want to know how much I've spent on food recently	spending_history
what are you capable of answering	What can you answer	what_can_i_ask_you
stop the current song and play the next one on this playlist	Stop the current song and play the next song in this list	next_song
i am going to south america, let my bank know	I'm going to South America to let my bank know	travel_notification
do a british male accent only	Do you only speak British male accents	change_accent
where do i find my routing number for my pnc account	Where can I find the routing number of my PNC account	routing
can you tell me if there is anything on my todo list	Can you tell me what's on my to-do list	todo_list
please reconfigure yourself back to factory settings	Please reconfigure to factory settings	reset_settings
i need to know if i have meetings from 3 to 6 pm	I'd like to know if I have a meeting from 3pm to 6pm	meeting_schedule
how much am i getting paid today	What's my salary today	income
put this song on my reggae playlist	Put this song on my reggae music player list	update_playlist
what's my routing number from chase	What's my route number at chase	routing
put on my jam session playlist please	Please put up my jam music player list	play_music
check the status of my credit card application please	Please check my credit card application	application_status
can you factor x squared plus 4 x plus 4	Can you multiply the square of X by four	calculator
what is a british pound worth in mexican pesos	How much is a pound worth for a Mexican Peso	exchange_rate
i want whisper mode to be switched off	I want to turn off the whisper mode	whisper_mode
i am ready now to cash in on the many credit card points i have saved up	I'm going to cash in a lot of my credit card points	redeem_rewards
what is the smallest i can pay on the water bill	What is the minimum amount I can pay on the water bill	min_payment
how long will a new card take to come in the mail	How long does it take to send a new card	replacement_card_duration
what vaccinations are required to enter paris from outside the country	What kind of vaccine do you need to get into Paris from abroad	vaccines
report a card lost for me	Report the loss of a card for me	report_lost_card
how does one say wonderful in german	How do you say it in German	translate
how do you spell the word comity, i need to know	I want to know how to spell the word comity	spelling
what's the date tomorrow, please	What's the date tomorrow, please	date
help me book a rental car in green bay	Help me book a rental car in Green Bay	car_rental
i need to know my interest rate	I need to know my interest rate	interest_rate
how busy will chili's be if i go at 6 pm	How busy will the chili shop be if I go at 6pm	how_busy
please help me find my phone, because i lost it	Please help me find my cell phone, because I lost it	find_phone
am i your employer	Am I your employer	who_do_you_work_for
rename yourself to betty	It's called Betty	change_ai_name
what's playing right now	What's on now	what_song
how good is my card's apr	How good is my credit card	apr
is there a way to get my current location	Is there any way to know where I am now	current_location
how do you make benedict arnold	How do you get Benedict Arnold	recipe
what ingredients are required for chicken noodle soup	What ingredients do you need for chicken noodle soup	ingredients_list
halt the process	Stop the process	cancel
what stuff am i trying to remember	What do I want to remember	reminder
i need to move my money	I have to move the money	transfer
remove my dinner reservation	Cancel my dinner reservation	cancel_reservation
is my order shown as delivered	Does my order show delivered	order_status
what things can you help me with exactly	What can you do for me	what_can_i_ask_you
turn down your volume	Turn the volume down	change_volume
what is the word on flight dl123	What's the word on flight dl123	flight_status
how does my card's apr compare to others	How does my credit card APR compare with others	apr
tell me some something trivia	Tell me something trivial	fun_fact
how many vacation days do i still have	How many holidays do I have	pto_balance
where is my order	Where's my order	order_status
what is the time in est	What time is Eastern time	time
what do i get taxed at my income level	What is my income level	taxes
do i have to pay for carry-ons on delta	Do I have to pay for Delta's carry on baggage	carry_on
will my discover card ding me with transaction fees if i'm in aruba	If I am in Aruba, will my discovery card bring me transaction fee	international_fees
flip that coin once; it must be tails	Toss the coin once; It must be the tail	flip_coin
how can i charge my car battery when it's dead	How to charge my car battery when it's dead	jump_start
play a song	Play a song	play_music
what is the amount of pto have i use	How many PTOs did I use	pto_used
i need you to stop talking now	I need you to stop talking now	cancel
bank options direct deposit	Direct deposit of bank options	direct_deposit
can you report credit card fraud for me	Can you help me report credit card fraud	report_fraud
undo this process	Undo this process	cancel
hey, speak slowly	Hey, slow down	change_speed
search for how to change my oil	Looking for ways to change oil	oil_change_how
has the apr on my card changed and what is it now	Has the APR on my card changed? What is it now	apr
who do you job for	Who do you work for	who_do_you_work_for
is there a quick way to improve my credit score	Is there a way to improve my credit score quickly	improve_credit_score
i need to know how much tax i pay from my earnings	I need to know how much tax I pay on my income	taxes
how much do i owe visa	How much do I owe for the visa	bill_balance
appreciated	thank	thank_you
who is your superior, please	Who is your boss, please	who_do_you_work_for
make a new alarm for 6 in the morning	Set an alarm at 6 a.m	alarm
where am i	Where am i?	current_location
can i get a higher credit limit on my american express	Can I get a higher credit line on American Express	credit_limit_change
what day of the month is it today	What day is today	date
iterate over the items on my grocery list	Check my shopping list repeatedly	shopping_list
please dial x's phone number	Please dial the number of X	make_call
i want to know the expiry month of my card	I want to know the expiration month of my credit card	expiration_date
i gotta find the interest rate for my checking account	I have to check the interest rate of my current account	interest_rate
let me know the status of flight dl123	Please tell me about flight dl123	flight_status
read my reminder list to me	Read me my reminder list	reminder
what the mpg	What is mpg	mpg
what am i listening to right now	What am I listening to now	what_song
what is tuesday like on my calendar	What does Tuesday look like on my calendar	calendar
pull up everything i need to make a pasta dish	Take out everything I need to make spaghetti	ingredients_list
how do you convert milliliters to ounces	How to convert milliliters into ounces	measurement_conversion
which bus should i take to get to the statue of liberty	Which bus should I take to get to the statue of liberty	directions
take my shopping list and order all	Take my shopping list and order everything	order
how many teaspoons in a cup	How many teaspoons per cup	measurement_conversion
can i exchange milk for cream in recipes	Can I trade milk for cream in the recipe	ingredient_substitution
when is my cell phone due	When does my mobile phone expire	bill_due
that's wrong	That's wrong	no
add this song to my dinner playlist	Add this song to my dinner list	update_playlist
do i have to pay amex transaction fees in brazil	Do I have to pay American Express transaction fee in Brazil	international_fees
can you tell me my current location	Can you tell me where I am now	current_location
can you tell me the interest rate	Can you tell me the interest rate	interest_rate
ai, please flip a simulated coin	Oh, please flip a simulated coin	flip_coin
see if you can schedule a meeting with don southerland tomorrow at noon	See if you can arrange a meeting with Don Southland at noon tomorrow	schedule_meeting
help me get my w-2 form	Get me the W-2 form	w2
i see a purchase on my chase checking that i did not make	I saw my chase check and I didn't buy it	report_fraud
cross out bananas from my shopping list and put papayas on it, please	Please cross the bananas off my shopping list and put on the papaya	shopping_list_update
would you repeat that, please	Could you say that again, please	repeat
can you speak in french	Do you speak French	change_language
how much do you make an hour	How much do you make an hour	income
is it allow to switch apples to grapes	Is it allowed to exchange apples for grapes	ingredient_substitution
do you know the calorie content of a strip of bacon	Do you know the calorie content of a bacon	calories
how much gas does this car use in the city	How much gas does this car use in the city	mpg
create a reservation novemeber 11 to 15 in cali	Create a reservation at Cali from November 11 to 15	book_hotel
sorry, i do not know	Sorry, I don't know that	maybe
i need to replace my credit card because i ran it over with the lawn mower	I need to change my credit card because I overturned it with my lawn mower	damaged_card
let me know what's on my list of reminders	Let me know what's on my reminder list	reminder
what are the things you can help me with	What can you do for me	what_can_i_ask_you
how many points do i have on my visa	How many points are there on my visa	rewards_balance
what is the pressure like on my tires	What's the pressure on my tires	tire_pressure
what are the visa requirements for brazil	What are the visa requirements in Brazil	international_visa
i need to find someone to look at my check engine light	I need someone to look at my light	schedule_maintenance
revert to factory settings please	Please restore the factory settings	reset_settings
i would say that the statement is definitely false	What I want to say is that this statement must be wrong	no
what level is my gas tank at	What floor is my tank on	gas
spin a coin	toss a coin	flip_coin
how do i change my oil	How to change oil	oil_change_how
i got to pay my cable bill	I have to pay for the telegram	pay_bill
tell me carry-on info for united	Tell me about Manchester United	carry_on
i can't seem to find my phone	I can't seem to find my cell phone	find_phone
explain why was my card declined at boston market	Explain why my card was rejected in the Boston market	card_declined
how many calories do cheetos have	How many calories does Chito have	calories
making ribs perfectly is done how	How to make the ribs perfect	recipe
how do i share my location with kate and mike	How to share my position with Kate and Mike	share_location
i need that repeated	I need to repeat that	repeat
what is the tire pressure of the car	What's the tire pressure of this car	tire_pressure
help me get an uber to ann arbor	Get me a Uber to Ann Arbor	uber
i'd like to know how changes are made to my insurance policy	I want to know how my insurance policy is modified	insurance_change
is there traffic on the way to work	Is there a traffic jam on the way to work	traffic
i made a reservation for chris at tony's, please cancel it	I have a reservation for Chris at Tony's. please cancel	cancel_reservation
tell me how to make beef wellington	Tell me how to make Wellington beef	recipe
do they accept reservations at michael's	Do they take a reservation from Michael's	accept_reservations
do you know what things i wanted to remember	Do you know what I want to remember	reminder
can i request pto from march 9-16	Can I apply for PTO on March 9-16	pto_request
what's the forecast like for pittsburgh	What's the weather forecast for Pittsburgh	weather
switch off whisper mode	Turn off whisper mode	whisper_mode
how is my application on new credit card going	How is my new credit card application going	application_status
let me know what song is playing	Let me know what song is playing	what_song
how many personal days have i taken this month	I had a few private days this month	pto_used
give me instructions to change my oil	Give me instructions to change the oil	oil_change_how
can you give me a american dinner suggestion	Can you give me a suggestion for an American dinner	meal_suggestion
find me a room near the jacksonville stadium between january 1st through january 3rd	Find me a room near the Jacksonville stadium from January 1 to January 3	book_hotel
i want to hear the very next song on this playlist	I want to hear the next song on this list	next_song
what species of pets do you own	What kind of pets do you have	do_you_have_pets
terminate the account	Termination of account	freeze_account
how long is the wait at imanas	How long do you wait in imanas	how_busy
what methods can i use to improve my credit score	How can I improve my credit score	improve_credit_score
does the ai have a name	Does AI have a name	what_is_your_name
what day is it tomorrow	What day is tomorrow	date
where do you call home	Where do you call home	where_are_you_from
how many vaccinations will i need to travel to asia	How many vaccines do you need to get to Asia	vaccines
when's my next paycheck coming in	When will my next salary arrive	payday
how high in calories is pork	How high is the calorie of pork	calories
tell me what the weather is like	Tell me about the weather	weather
is raw carrot healthy to eat	Is raw carrot healthy to eat	nutrition_info
what do you do to occupy your free time	What do you do to take up your free time	what_are_your_hobbies
will i be able to rent a car in boston from march 2 to march 4	Can I rent a car in Boston from March 2 to March 4	car_rental
what is the calorie content in bananas	What's the calorie content of banana	calories
i want a clean bootup to factory settings	I want a clean boot to factory settings	reset_settings
how do i slow down my ai's voice	How can I lower AI's voice	change_speed
ai is a helpful item to have in my home, thank you	AI is something useful in my family, thank you	thank_you
"""describe the meaning of """"dog"""	"Describe the meaning of ""dog"""	definition
how long has it been since my car was last looked at	How long has it been since my car was last seen	last_maintenance
please add an item to my calendar that i need to clean the kitchen on thursday	Please add an item to my calendar. I need to clean the kitchen on Thursday	calendar_update
is my reservation confirmed for lu shi at 7 pm	Is my reservation for Lushi at 7 p.m	confirm_reservation
is there any rain in the next 3 days	Will it rain in the next three days	weather
what type of gas am i allowed to put in this car	What kind of gas can I put in this car	gas_type
is my luggage lost	Have I lost my luggage	lost_luggage
who is your job with	Who do you work with	who_do_you_work_for
please make a pto request for dates tomorrow to the twentieth	Please ask for a date from tomorrow to the 20th	pto_request
i need a roundtrip flight for 5/2 to 5/8 from nyc to los angeles	I need a 5 / 2 to 5 / 8 return flight from New York to Los Angeles	book_flight
i need details on my income	I need detailed income	income
what would you say my gas and phone bills are at	What do you think of my gas and telephone bill	bill_balance
i'd like to pay $4735 to my water bill	I want to pay $4735 for water	pay_bill
what is the traffic nearest lexington	What's the nearest way to Lexington	traffic
what timezone is sacromento in	Which time zone is Sacramento in	timezone
how many of my vacation days have i depleted	How many holidays have I spent	pto_used
what kind of fuel should i put in my car	What should I gas my car	gas_type
tell me what my state taxes are	Tell me what my state tax is	taxes
pull up instructions on how to jump start a car	Call up the instructions on how to start the car quickly	jump_start
do i need shots before i get to africa	Do I need an injection before I go to Africa	vaccines
i have to pay my water bill but need help doing it	I have to pay for the water, but I need help	pay_bill
how many dollars can i exchange for 25 euros	How many dollars can I exchange for 25 euros	exchange_rate
please rely on your original settings	Please rely on your original settings	reset_settings
i want to know who made you	I want to know who created you	who_made_you
how much do i owe the irs	How much do I owe the IRS	taxes
how can i find the interest rate for my red river account	How can I find the interest rate of my Honghe account	interest_rate
how long should i cook a ny steak	How long should I cook steak	cook_time
open up a reminder, pay taxes on monday	Open the reminder and pay taxes on Monday	reminder_update
whats the minimum payment on my electric bill	What's the minimum payment for my electricity bill	min_payment
i wanna know when my meeting is with dan	I want to know when Dan and I will meet	meeting_schedule
can you call me something else	Can you call me something else	change_user_name
my online bill has some items that i didn't purchase from penneys	There's something on my online bill that I didn't buy from Penneys	report_fraud
what is the status of my application for the credit card	How do I apply for a credit card	application_status
please call me tom	Please call me Tom	change_user_name
change to a different accent	Change to a different accent	change_accent
what is the forecast for this week	What's the weather forecast for this week	weather
can i substitute ginger for garlic	Can I use ginger instead of garlic	ingredient_substitution
who are they that you work for	Who do you work for	who_do_you_work_for
what's the least i can pay on the medical payments for february	How much can I at least pay for the medical expenses in February	min_payment
my car battery is dead, what do i do now	My car battery is dead. What should I do now	jump_start
how many gallons is 50 liters	How many gallons is 50 liters	measurement_conversion
how do i make that scottish dish with all the blood and sausage	How do I make that Scottish dish full of blood and sausage	recipe
how much is my income	What's my income	income
what is the duration of time cookies should be in the oven	How long does the biscuit stay in the oven	cook_time
are there any shots i should get before going to south africa	Should I take some pictures before I go to South Africa	vaccines
i need $20000 transferred from my savings to my checking	I need to transfer twenty thousand dollars from my deposit to my check	transfer
can you talk to me in italian	Can you speak to me in Italian	change_language
please give me a list of the ingredients contained in chocolate cupcakes	Please give me a list of ingredients for chocolate cupcake	ingredients_list
on account ending in 3838 change my pin to 1234	The account ending with 3838 changed my password to 1234	pin_change
put laundry on my list of things to do	Put the laundry on my to-do list	todo_list_update
it would be great if you could tell me my credit card's apr	It would be great if you could tell me my credit card number	apr
cookies have how many calories	How many calories are there in biscuits	calories
do i have any meetings today between 9 and 10:30	Do I have a meeting from 9:00 to 10:30 today	meeting_schedule
i want to freeze my bank account	I want to freeze my bank account	freeze_account
i need you to reserve a table for 4 at red robin under the name kevin at 7	I need you to reserve a table for four at Red Robin, named Kevin, at 7:00	restaurant_reservation
i want to pay my water bill	I want to pay for the water	pay_bill
tell me about the reviews for olive garden	Tell me about the olive garden	restaurant_reviews
can you end the current process	Can you end the current process	cancel
what is the mpg of this car	How many miles per gallon is this car	mpg
how do you spell out newspaper	How do you spell the newspaper	spelling
do i have to meet the dev squad to day	Am I going to see the development team today	meeting_schedule
if you could remind me about doing laundry i would appreciate it	I would appreciate it if you could remind me to do the laundry	todo_list_update
what should i have for dinner	What should I have for dinner	meal_suggestion
set a timer for 35 minutes	Set a 35 minute timer	timer
i need to know favorable reviews about boston restaurant	I'd like to know the praise of Boston restaurant	restaurant_reviews
what is the apr on my chase card	What's the APR on my chase card	apr
i'd like your name	I want to know your name	what_is_your_name
i want to rent a car in boston for march 2 until march 4	I'd like to rent a car from March 2 to March 4 in Boston	car_rental
does gramercy tavern accept reservations	Do you accept reservations at the Gramsci hotel	accept_reservations
my card doesn't work anymore	My card is broken	damaged_card
i want to hear that again	I want to hear it again	repeat
why, hello bandit	Why? Hello, robber	greeting
i am needing to know who made you	I want to know who created you	who_made_you
report fraudulent activity on my debit card	Report fraud on my debit card	report_fraud
can we skip this song	Can we skip this song	next_song
when will i get my replacement card	When can I change my card	replacement_card_duration
look up instructions for jumper cables	Refer to the jumper cable description	jump_start
stop the process	Stop the process	cancel
i want to redeem points on my chase card, but how	I want to change the points on my chase card, but how can I change them	redeem_rewards
tell me how much i have been buying as of late	Tell me how much I've bought recently	spending_history
can i used the same type of plug in z as i do in the us	Can I use the same type of plug-in Z that I use in the United States	plug_type
where should i eat	Where should I eat	restaurant_suggestion
please review my recent visa card transaction	Please check my recent visa card transactions	transactions
can i switch cream with milk in a recipe	Can I change cream and milk into milk in the recipe	ingredient_substitution
yup	yes	yes
compose a text to mom i'll talk to you later	Write a text message to mom. I'll talk to you later	text
is it possible to pay my bill	Can you pay my bill	pay_bill
can you go to the whisper voice	Can you go and whisper	whisper_mode
how long can i put pizza in the fridge	How long can I keep the pizza in the fridge	food_last
what is my interest rate for chase bank	What's the interest rate I give chase bank	interest_rate
i want to update you name, please	I'd like to update your name	change_ai_name
do i have enough gas left to make it to tampa	Do I have enough gas for Tampa	gas
what do you do for fun in your free time	What do you do in your free time	what_are_your_hobbies
who do i contact to report fraud on my visa	Who should I contact to report fraud on my visa	report_fraud
what do i call you	What do I call you	what_is_your_name
when should my oil be changed	When should I change the oil	oil_change_when
call my friend aj	Call my friend AJ	make_call
how much time does it take a new card to get mailed to me	How long does it take to send a new card	replacement_card_duration
can you tell me delta's carry on policy	Can you tell me about Delta's carry on policy	carry_on
reset the factory settings now please	Please reset the factory settings immediately	reset_settings
i would like that repeated	I want to repeat that	repeat
let barbara know where i'm at	Tell Barbara where I am	share_location
what do i need to make authentic kimchi	What do I need for authentic kimchi	ingredients_list
how can i rent a ride in alaska from march 5th to march 18th	How can I rent a car in Alaska from March 5 to March 18	car_rental
increase the volume level to 4 now	Now turn the volume up to 4	change_volume
share my location to susan	Tell Susan where I am	share_location
electrical plugs used in that country	The electric plug used in that country	plug_type
where do i begin the process of reporting my luggage lost	Where do I start reporting lost luggage	lost_luggage
which countries have travel alerts	Which countries have travel alerts	travel_alert
when is the next scheduled holiday	When is the next scheduled vacation	next_holiday
what percentage of my income is taken out for taxes	What percentage of my income is used to pay taxes	taxes
add one by metallica to my playlist	Add one of Metallica to my play list	update_playlist
please reserve a table for two at rouge for 7:00 pm	Please reserve a table for two at 7:00 p.m. in rouge	restaurant_reservation
how is the status of my credit card application coming along	How is my credit card application going	application_status
on turn tv	Turn on the TV	smart_home
what's the conversion from inches to centimeters	What is the conversion from inch to centimeter	measurement_conversion
where do i find the routing number for bank of the west	Where can I find the route number to the West Bank	routing
can i please know the credit limit for my citibank card	Can I know the credit limit of Citibank card	credit_limit
i would like you to call me mary	I want you to call me Mary	change_user_name
i want to change your name to theodore	I want to change your name to Theodore	change_ai_name
please find my routing number for my citizens' bank account	Please find the routing number of my citizen bank account	routing
could you make me a reminder to do the floors	Can you remind me to clean the floor	reminder_update
how do i find axos bank's routing number	How to find the routing number of Axos bank	routing
set my amex pin to 1234	Set my American Express password to 1234	pin_change
it's indeed true	Such is the case	yes
i need help with my 401k rollver since i got a new job	Since I found a new job, my 401k car dumper needs help	rollover_401k
i need to put in a pto request for march 4 to march 6	I need to submit a PTO request from March 4 to March 6	pto_request
can you help me pay my electricity bill	Can you help me pay the electricity bill	pay_bill
i cannot use my card cuz it's damaged	I can't use my card because it's broken	damaged_card
nice, excellent!	Great, great!	thank_you
how much is 10kg in pounds and ounces	What are the pounds and ounces of 10 kilos	measurement_conversion
do you know if my vacation was approved yet or not	Do you know if my holiday has been approved	pto_request_status
change back to your factory settins	Change back to factory settings	reset_settings
i'd like to pay my coned bill	I want to pay my bill	pay_bill
notify my bank that i will be in rome from february 1 to march 1	Inform my bank that I am in Rome from February 1st to March 1st	travel_notification
is there a way to increase the credit limit on my american express card	Is there any way to increase the credit limit of my American Express card	credit_limit_change
i want to find a new united healthcare plan to get on	I want to find a new joint health care plan	insurance_change
what is your perception of the meaning of life	What do you think of the meaning of life	meaning_of_life
credit limit info	Credit line information	credit_limit
what is 20 + 20	What is 20 + 20	calculator
how's my gas mileage while driving through a city	What's my gas mileage when I drive in the city	mpg
make changes to the name of the ai	Change the name of AI	change_ai_name
i would like to know if you are an artificial intelligence being	I want to know if you are an AI person	are_you_a_bot
any suggestions for a peruvian meal	Do you have any suggestions for Peru cuisine	meal_suggestion
could you play the next song on this playlist	Can you play the next song on this list	next_song
do i need a travel visa to visit china	Do I need a travel visa to visit China	international_visa
what's the current weather	What's the weather like now	weather
what number of days do i have for vacation	How many days' holiday do I have	pto_balance
how do you spell asian	How do you spell Asian	spelling
whats the status of my united flight	How's my union flight	flight_status
i need you to flip a coin so i can decide	I need you to flip a coin for me to decide	flip_coin
i want you to start referring to me as lucky	I want you to start saying I'm lucky	change_user_name
what is my current gas level at	How much gas do I have now	gas
what kind of questions can i ask you	What can I ask you	what_can_i_ask_you
let me know when i'm going to be paid	Tell me when I can get paid	payday
tell me what i put on the shopping list	Tell me what I wrote on the shopping list	shopping_list
who is your designer	Who is your designer	who_made_you
i want the volume at level 4	I want to turn the volume to level 4	change_volume
regards	treat as	goodbye
hop to the next one	Jump to the next one	next_song
what time is it in the eastern standard timezone	What time is the eastern standard time zone	time
i've forgotten my pin number for my citibank gold account	I forgot the password of Citibank gold account	pin_change
what can a tourist in denver do	What can Denver tourists do	travel_suggestion
do you have nutrition facts for cheerios	Do you have any cheeros nutrients	nutrition_info
give me harry potter trivia	Give me the details of Harry Potter	fun_fact
what's on my meeting schedule today	What's my schedule for today's meeting	meeting_schedule
find local deals who schedule maintenance on cars	Find a local dealer to arrange car maintenance	schedule_maintenance
can you tell me when i'm supposed to get paid	Can you tell me when I can get paid	payday
what kind of gas does my car currently need	What kind of gas does my car need now	gas_type
can you talk a bit slower please	Can you speak more slowly	change_speed
